"","PC_L30_1.2_En.degree","PC_L30_1.2_En.betweenness","PC_L30_1.2_En.closeness","PC_L30_1.2_En.eigenCentrality","PC_L30_1.2_En.nNeg","PC_L30_1.2_En.nPos","PC_L30_1.2_En.mutualInfo","PC_L30_1.2_En.variance","PC_L30_1.2_En.partialVar","PC_L70_1.2_En.degree","PC_L70_1.2_En.betweenness","PC_L70_1.2_En.closeness","PC_L70_1.2_En.eigenCentrality","PC_L70_1.2_En.nNeg","PC_L70_1.2_En.nPos","PC_L70_1.2_En.mutualInfo","PC_L70_1.2_En.variance","PC_L70_1.2_En.partialVar"
"ENSSSCG00000032407",43,5.69000269718327,0.012987012987013,0.82025497670072,20,23,0.00165773902209775,1.00165911383102,1,41,1.28525980911983,0.0126582278481013,0.790111447408789,20,21,0.000655860490562304,1.00065607561408,1
"ENSSSCG00000034211",57,33.5022101823186,0.0158730158730159,0.999999999999999,25,32,0.00137336563074966,1.00137430912921,1,35,1.19105691056911,0.0117647058823529,0.611097776132327,24,11,0.000540379531387875,1.00054052556271,1
"ENSSSCG00000035445",35,2.38892107812481,0.0117647058823529,0.606864252386969,22,13,0.00135948841844534,1.00136041294174,1,57,28.7100840336135,0.0158730158730159,1,29,28,0.000579147055255014,1.00057931479328,1
"ENSSSCG00000035594",57,33.5022101823186,0.0158730158730159,1,25,32,0.00137336563075093,1.00137430912921,1,41,1.28525980911983,0.0126582278481013,0.790111447408789,20,21,0.000655860490561648,1.00065607561408,1
"ENSSSCG00000035785",43,25.0355435156519,0.012987012987013,0.701789138240555,23,20,0.00137782732401825,1.00137877696418,1,41,1.28525980911983,0.0126582278481013,0.790111447408789,20,21,0.000655860490561429,1.00065607561408,1
"ENSSSCG00000036403",42,4.1116500470814,0.0128205128205128,0.806483524988241,25,17,0.00164022112590974,1.00164156702433,1,41,1.28525980911983,0.0126582278481013,0.790111447408789,20,21,0.000655860490561651,1.00065607561408,1
"ENSSSCG00000036844",34,1.21138211382114,0.0116279069767442,0.588930929462063,21,13,0.00134146614247805,1.00134236631065,1,57,28.7100840336135,0.0158730158730159,0.999999999999999,29,28,0.000579147055255011,1.00057931479328,1
"ENSSSCG00000037562",35,2.38892107812481,0.0117647058823529,0.606864252386969,14,21,0.00135948841844661,1.00136041294174,1,57,28.7100840336135,0.0158730158730159,1,29,28,0.000579147055255014,1.00057931479328,1
"ENSSSCG00000038067",57,33.5022101823186,0.0158730158730159,1,25,32,0.00137336563075156,1.00137430912921,1,41,1.28525980911983,0.0126582278481013,0.790111447408789,20,21,0.000655860490564483,1.00065607561408,1
"ENSSSCG00000038768",41,2.83625067005664,0.0126582278481013,0.791913150452276,24,17,0.00162293616123803,1.00162425383487,1,57,28.7100840336135,0.0158730158730159,0.999999999999999,29,28,0.000579147055254144,1.00057931479328,1
"ENSSSCG00000038991",37,0,0.0120481927710843,0.730493124398111,21,16,0.00114248573731689,1.00114313862276,1,35,1.19105691056911,0.0117647058823529,0.611097776132327,12,23,0.000540379531388527,1.0005405255627,1
"ENSSSCG00000040035",57,33.5022101823186,0.0158730158730159,1,25,32,0.00137336563075136,1.00137430912921,1,35,1.19105691056911,0.0117647058823529,0.611097776132327,24,11,0.000540379531388527,1.0005405255627,1
"ENSSSCG00000040663",41,2.69313316664501,0.0126582278481013,0.792334010863126,24,17,0.00162269361017499,1.00162401088986,1,43,24.3529411764706,0.012987012987013,0.690858963292599,17,26,0.000556934973884298,1.00055709009098,1
"ENSSSCG00000045348",40,1.26935312831389,0.0125,0.778170364891231,17,23,0.00160491394766756,1.0016062025113,1,35,1.19105691056911,0.0117647058823529,0.611097776132327,24,11,0.000540379531388094,1.00054052556271,1
"ENSSSCG00000050178",40,1.26935312831389,0.0125,0.778170364891231,24,16,0.00160491394766735,1.0016062025113,1,41,1.28525980911983,0.0126582278481013,0.790111447408789,20,21,0.000655860490561867,1.00065607561408,1
"ENSSSCG00000050498",31,0,0.0112359550561798,0.541253688968943,11,20,0.000993395649300441,1.00099388923018,1,43,24.3529411764706,0.012987012987013,0.690858963292599,27,16,0.000556934973883642,1.00055709009098,1
"ENSSSCG00000051187",37,0,0.0120481927710843,0.730493124398112,17,20,0.00114248573731689,1.00114313862276,1,41,1.28525980911983,0.0126582278481013,0.790111447408789,22,19,0.000655860490561648,1.00065607561408,1
